ID,Type,Classes,Article,MainText,HistoricalNote,DecodedRef,DecodedParts,DecodedTerm
ga:l_viii-gb:l_8_1,Heading,,,"§ 8.1. — Prévention et protection contre les incendies8.1.1. Un bâtiment temporaire construit en surface à moins de 12 m d’une ouverture donnant accès à un chantier souterrain ou placé dans le chantier souterrain doit:1. être de construction incombustible; ou2. être protégé contre l’incendie de la façon suivante:a) le bâtiment doit posséder à l’intérieur et à l’extérieur des extincteurs d’incendie portatifs conformes à l’article 3.4.4 du présent Code;b) le chantier doit être pourvu:i. d’un système d’alimentation en eau d’au moins 300 litres par minute pendant 30 minutes au minimum sous une pression résiduelle minimale de 80 kPa; etii. de tuyaux souples en caoutchouc ou en plastique d’une longueur maximale de 15 m, et d’un diamètre intérieur d’au moins 19 mm, munis de lances. De plus, les tuyaux doivent être situés de façon que chaque partie du bâtiment puisse être battue par un jet d’eau et qu’elle soit en deçà de 6 m de la lance du tuyau qui l’alimente.","R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.1; D. 329-94, a. 74.8.1.2. En plus d’être effectué conformément à la norme Code des liquides inflammables et combustibles, NFPA 30, l’entreposage des liquides inflammables dans un chantier souterrain doit:a) s’effectuer dans des réservoirs fermés de 200 litres avec robinet ou dans des bidons de sécurité d’au plus 20 litres, munis d’un goulot se fermant à l’aide d’un couvercle à ressort, et conçus de façon à laisser échapper la pression intérieure en toute sécurité lorsqu’ils sont soumis à l’action du feu; etb) être limité à la réserve nécessaire pour 1 jour de travail. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.2; D. 393-2011, a. 20.8.1.3. Les débris de bois, papier, textile et autres rebuts de matériaux combustibles doivent être, tous les jours:a) sortis du chantier souterrain; etb) enlevés autour des bâtiments temporaires de surface. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.3.8.1.4. L’essence ou les gaz de pétrole liquéfiés ne doivent pas être descendus, emmagasinés ou utilisés dans un chantier souterrain. Cependant, le propane en cylindre peut être utilisé pour la soudure. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.4.8.1.5. L’huile et la graisse doivent être emmagasinées sous terre dans des récipients fermant hermétiquement:a) placés à des distances sûres des dépôts d’explosifs, des stations électriques et des recettes de puits; etb) en quantité n’excédant pas celle qui est nécessaire pour 1 semaine. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.5.8.1.6. Tout véhicule automoteur doit être muni d’un extincteur d’incendie portatif conforme à l’article 3.4.4 du présent Code.Le conducteur du véhicule doit posséder les connaissances requises sur le type et le mode de fonctionnement de l’extincteur dont est muni le véhicule. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.6; D. 329-94, a. 75.8.1.7. Bâtiment temporaire: Un bâtiment temporaire affecté à un chantier souterrain ne doit pas être placé dans les voies de circulation. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.1.7.","§ 8.1. — Prévention et protection contre les incendies8.1.1. Un bâtiment temporaire construit en surface à moins de 12 m d’une ouverture donnant accès à un chantier souterrain ou placé dans le chantier souterrain doit:1. être de construction incombustible; ou2. être protégé contre l’incendie de la façon suivante:a) le bâtiment doit posséder à l’intérieur et à l’extérieur des extincteurs d’incendie portatifs conformes à l’article 3.4.4 du présent Code;b) le chantier doit être pourvu:i. d’un système d’alimentation en eau d’au moins 300 litres par minute pendant 30 minutes au minimum sous une pression résiduelle minimale de 80 kPa; etii. de tuyaux souples en caoutchouc ou en plastique d’une longueur maximale de 15 m, et d’un diamètre intérieur d’au moins 19 mm, munis de lances. De plus, les tuyaux doivent être situés de façon que chaque partie du bâtiment puisse être battue par un jet d’eau et qu’elle soit en deçà de 6 m de la lance du tuyau qui l’alimente.",,
ga:l_viii-gb:l_8_1-h1,Heading,Heading Heading,,§ 8.1. — Prévention et protection contre les incendies,,§ 8.1. — Prévention et protection contre les incendies,,
ga:l_viii-gb:l_8_10,Heading,,,§ 8.10. — Éclairage8.10.1. Tout travailleur doit porter une lampe de mineur à moins qu’il n’existe un système d’éclairage fixe dans le chantier souterrain.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 8.10.1.8.10.2. S’il existe un système d’éclairage, l’intensité lumineuse doit être fonction de la nature des lieux ou du travail exécuté dans tout endroit où des personnes travaillent ou circulent. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.10.2.8.10.3. Les escaliers et les échelles dans les puits doivent être éclairés à tous les paliers et sur toute leur longueur. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.10.3.8.10.4. Si les travailleurs ne disposent pas de lampes de mineurs ou de lampes portatives, il faut prévoir un système d’éclairage d’urgence avec relais automatique dans un chantier souterrain. Ce système doit être tenu en bon état de fonctionnement pour prendre la relève, en cas d’une rupture de la source normale de courant électrique. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.10.4.",§ 8.10. — Éclairage8.10.1. Tout travailleur doit porter une lampe de mineur à moins qu’il n’existe un système d’éclairage fixe dans le chantier souterrain.,,
ga:l_viii-gb:l_8_10-h1,Heading,Heading Heading,,§ 8.10. — Éclairage,,§ 8.10. — Éclairage,,
ga:l_viii-gb:l_8_11,Heading,,,"§ 8.11. — Communication et signaux standards8.11.1. Pendant le fonçage du puits, il doit être prévu un système temporaire de communication.","R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.1.8.11.2. À la fin des travaux de fonçage d’un puits et avant le commencement des travaux de percement d’un tunnel, chaque puits qui sert à l’extraction et dont la profondeur excède 15 m doit être pourvu, entre le fond du puits et la surface, de 2 systèmes distinctifs de signalisation qui peuvent être électriques, pneumatiques ou mécaniques. Un de ces systèmes doit être combiné avec un appareil téléphonique ou un tuyau acoustique. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.2.8.11.3. On doit adopter et utiliser des signaux de levage conformément à l’annexe 4, à chaque puits de levage si des signaux visuels ne peuvent être compris. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.3.8.11.4. On peut établir et utiliser des signaux normalisés pour répondre aux conditions locales, pourvu qu’ils soient facilement perceptibles et ne soient pas en contradiction avec les signaux standards établis. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.4.8.11.5. Une reproduction lisible des signaux standards et des signaux normalisés s’il y a lieu doit être affichée bien en vue du responsable du levage et à chacun des endroits où des signaux peuvent être donnés ou reçus. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.5.8.11.6. Aucun travailleur ne doit être transporté dans un puits tant que les signaux appropriés n’ont pas été donnés au préalable. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.6.8.11.7. Les dispositifs pour émettre les signaux doivent être maintenus à portée du fond du puits pendant les travaux de fonçage. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.7.8.11.8. Lorsque des tunnels s’étendent à une distance de plus de 150 m de la base d’un puits, on doit installer un système téléphonique avec des postes:a) en surface;b) au fond du puits; etc) au maximum à 75 m du front.On doit installer des prises de branchement d’un appareil téléphonique à des intervalles de 150 m le long du tunnel. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.8; N.I. 2014-01-01.8.11.9. Tout début d’incendie, d’explosion ou toute autre urgence doit être signalé par 9 clignotements du système d’éclairage. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.11.9.","§ 8.11. — Communication et signaux standards8.11.1. Pendant le fonçage du puits, il doit être prévu un système temporaire de communication.",,
ga:l_viii-gb:l_8_11-h1,Heading,Heading Heading,,§ 8.11. — Communication et signaux standards,,§ 8.11. — Communication et signaux standards,,
ga:l_viii-gb:l_8_12,Heading,,,§ 8.12. — Mesures d’urgence8.12.1. Une procédure d’évacuation et de sauvetage doit être établie et tenue à jour. Les issues doivent être indiquées et tous les travailleurs doivent être familiers avec cette procédure et les issues.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 8.12.1.8.12.2. Une équipe de sauvetage doit être disponible en tout temps. Cette équipe doit être composée d’au moins 3 personnes qui doivent:a) être aptes physiquement;b) avoir subi un entraînement:i. sur les méthodes de sauvetage;ii. sur l’utilisation, l’entretien et les limites des appareils respiratoires à oxygène; etiii. sur l’utilisation et l’entretien de l’équipement de protection contre les incendies; etc) effectuer des exercices de sauvetage. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.12.2.8.12.3. On doit appliquer un système de contrôle des entrées et des sorties du chantier souterrain et un registre des travailleurs affectés aux travaux d’un chantier souterrain doit être disponible en surface. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.12.3.",§ 8.12. — Mesures d’urgence8.12.1. Une procédure d’évacuation et de sauvetage doit être établie et tenue à jour. Les issues doivent être indiquées et tous les travailleurs doivent être familiers avec cette procédure et les issues.,,
ga:l_viii-gb:l_8_12-h1,Heading,Heading Heading,,§ 8.12. — Mesures d’urgence,,§ 8.12. — Mesures d’urgence,,
ga:l_viii-gb:l_8_13,Heading,,,"§ 8.13. — Âge minimal8.13.1. Aucune personne de moins de 18 ans ne doit être employée sous terre, au front de taille de travaux à ciel ouvert ou au fonctionnement de l’équipement servant à hisser ou déplacer des objets.","R.R.Q., 1981, c. S-2.1, r. 6, a. 8.13.1.","§ 8.13. — Âge minimal8.13.1. Aucune personne de moins de 18 ans ne doit être employée sous terre, au front de taille de travaux à ciel ouvert ou au fonctionnement de l’équipement servant à hisser ou déplacer des objets.",,
ga:l_viii-gb:l_8_13-h1,Heading,Heading Heading,,§ 8.13. — Âge minimal,,§ 8.13. — Âge minimal,,
ga:l_viii-gb:l_8_2,Heading,,,§ 8.2. — Stabilité du sol8.2.1. L’employeur doit s’assurer que des travailleurs expérimentés purgent ou étançonnent le sol susceptible de se détacher d’une paroi.,"R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.1.8.2.2. L’employeur doit s’assurer que des travailleurs expérimentés portent une attention continuelle à l’examen et à la vérification de la voûte, du front d’attaque, des parois de chaque endroit de travail et des allées de circulation pour les travailleurs ou l’équipement. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.2.8.2.3. Les masses surplombantes et les matériaux susceptibles de se détacher des parois au cours des travaux doivent être abattus ou étançonnés immédiatement. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.3.8.2.4. Les pinces à purger doivent être:a) de longueur permettant de travailler de façon sûre et efficace;b) pointues à une extrémité; etc) munies d’un protecteur pour les mains. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.4.8.2.5. Les travailleurs qui vérifient ou purgent le sol susceptible de se détacher doivent:a) le faire en partant du bon terrain;b) se placer les pieds dans une position solide; etc) disposer d’un espace libre qui leur permet de se retirer. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.5.8.2.6. L’équipement mis à la disposition des travailleurs pour le purgeage doit être conçu de façon à ne pas les mettre en danger. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.6.8.2.7. Les pièces de bois ou d’acier, le béton projeté ou autres supports nécessaires pour l’étançonnement doivent être mis en place rapidement et solidement. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.7.8.2.8. Les supports endommagés ou désengagés doivent être réparés ou remplacés sans délai et les nouveaux supports doivent être installés si possible avant l’enlèvement des supports endommagés. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.8.8.2.9. L’étançonnement, s’il est nécessaire, doit suivre le fonçage du puits pour prévenir la chute de blocs venant des parois. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.9.8.2.10. Lors du boulonnage, les boulons nécessaires doivent être:a) mis en place dès qu’une zone est exposée; etb) pourvus d’une plaque de distribution de l’effort sur le roc. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.2.10.",§ 8.2. — Stabilité du sol8.2.1. L’employeur doit s’assurer que des travailleurs expérimentés purgent ou étançonnent le sol susceptible de se détacher d’une paroi.,,
ga:l_viii-gb:l_8_2-h1,Heading,Heading Heading,,§ 8.2. — Stabilité du sol,,§ 8.2. — Stabilité du sol,,
ga:l_viii-gb:l_8_3,Heading,,,"§ 8.3. — Ventilation et qualité de l’air8.3.1. La concentration des impuretés de l’air doit être maintenue à un taux inférieur aux valeurs limites indiquées à l’annexe I du Règlement sur la santé et la sécurité du travail (chapitre S-2.1, r. 13). Le chantier souterrain doit être alimenté en air frais, à raison d’un débit minimal d’air équivalent à la plus grande des exigences suivantes:a) 5,5 m3 par minute d’air frais pour chaque travailleur, sous terre;b) 15 m3 par minute d’air frais pour chaque mètre carré de section dans le cas d’un tunnel; ouc) dans le cas où l’on utilise de l’équipement mobile fonctionnant avec un moteur diesel:i. homologué par le National Institute for Occupational Safety and Health (NIOSH), le débit d’air frais doit être basé sur les valeurs données aux annexes 24 et 31 de cet organisme;ii. homologué par le Ministère de l’Énergie, des Mines et des Ressources du Canada, le débit d’air frais doit être celui qui est spécifié lors de l’homologation de l’équipement; ouiii. non homologué, le débit d’air frais doit correspondre à un taux minimal de 5,5 m3 par minute par kilowatt à l’arbre et la quantité totale d’air frais nécessaire lors du fonctionnement simultané de plusieurs de ces appareils doit être de:A) 100% du débit donné pour l’unité la plus exigeante du point de vue de la ventilation;B) 75% du débit donné pour la seconde unité; etC) 50% du débit donné pour chaque unité supplémentaire;d) l’alimentation en air frais, telle que spécifiée dans les paragraphes a, b et c doit être augmentée s’il y a lieu jusqu’à ce que la concentration des impuretés de l’air soit abaissée à la valeur limite indiquée à l’annexe I du Règlement sur la santé et la sécurité du travail.","R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.1; D. 885-2001, a. 377.8.3.2. Les relevés de vérification de la concentration de l’air frais en monoxyde de carbone, bioxyde d’azote ou autres gaz délétères dans un chantier souterrain, doivent s’effectuer aussi souvent que nécessaire mais au minimum 2 fois par jour dont une, une heure après le début des travaux. Tous les résultats de ces relevés doivent être compilés et disponibles pour vérification par l’inspecteur. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.2.8.3.3. Les ventilateurs doivent:a) fonctionner continuellement lorsque des travailleurs sont dans un chantier souterrain et si les ventilateurs sont arrêtés lorsque le chantier souterrain est inoccupé, ils doivent être mis en marche pendant une période de temps suffisante avant le début des travaux pour assurer une ventilation adéquate;b) être placés dans des constructions de matériaux ignifuges; etc) être pourvus d’un dispositif de commande à distance installé en surface. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.3.8.3.4. L’employeur doit s’assurer que l’alimentation en air frais du système de ventilation est exempt d’impureté, et à cet effet:a) les conduits de ventilation doivent être placés de façon à prévenir le retour de l’air vicié dans l’alimentation en air du système, par le puits ou l’entrée du tunnel; etb) les véhicules qui ne servent pas dans le chantier souterrain doivent être tenus éloignés à une distance minimale de 15 m des accès ou des ouvertures reliés au chantier souterrain. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.4.8.3.5. L’accès aux zones abandonnées et à tout secteur non ventilé du chantier doit être interdit aux travailleurs. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.5; D. 885-2001, a. 375.8.3.5.1. Les voies de circulation utilisées par les véhicules doivent être libres de toute obstruction. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.5.1.8.3.6. Les véhicules automoteurs utilisés pour l’exécution de travaux dans un chantier souterrain doivent:a) s’ils sont mus par un moteur à combustion interne de type diesel, être équipés d’un système de refroidissement des gaz d’échappement qui permet de maintenir ceux-ci à 83 °C, quelles que soient les conditions de fonctionnement du moteur;b) être équipés de feux de position indiquant leur largeur maximale;c) ne pas émettre dans l’air des gaz d’échappement non dilués contenant plus de 0,25% d’oxyde de carbone. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.6; D. 885-2001, a. 376.8.3.7. Dans un chantier de construction souterrain, tout véhicule automobile utilisé pour la surveillance de travaux et mû par un moteur à essence, doit:a) posséder un moteur de moins de 6 litres;b) être pourvu de dispositifs antipollution conformes aux normes prescrites au Règlement sur la sécurité des véhicules automobiles (C.R.C., c. 1038) en vertu de la Loi sur la sécurité automobile (L.C. 1993, c. 16) dont l’efficacité initiale est maintenue; etc) posséder une masse brute maximum de 2 720 kg.Lorsqu’un tel véhicule automobile s’immobilise dans un chantier de construction souterrain, son chauffeur doit en arrêter le moteur. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.7; D. 606-2014, a. 21.8.3.8. Lorsqu’on immobilise un véhicule utilisé pour la surveillance des travaux, on doit arrêter le moteur. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.8.8.3.9. Les classes standards de carburant diesel distillé doivent avoir:a) un point éclair non inférieur à 65 ºC;b) une teneur en soufre inférieure à 0,25%. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.9.8.3.10. Un système avertisseur doit être mis en place pour avertir les conducteurs d’arrêter le moteur d’un véhicule automoteur et pour interdire le sautage d’explosifs en cas de panne du système de ventilation. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.10.8.3.11. Lorsque la concentration des vapeurs ou des gaz inflammables est supérieure à 25% de la limite inférieure d’explosion, le travail doit immédiatement cesser dans la zone affectée et les travailleurs doivent être évacués. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.11; 805-2020D. 805-2020, a. 51.8.3.12. Le système de refroidissement ou le système épurateur des gaz d’échappement doit être:a) inspecté fréquemment; etb) tenu en bon état de fonctionnement. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.3.12.","§ 8.3. — Ventilation et qualité de l’air8.3.1. La concentration des impuretés de l’air doit être maintenue à un taux inférieur aux valeurs limites indiquées à l’annexe I du Règlement sur la santé et la sécurité du travail (chapitre S-2.1, r. 13). Le chantier souterrain doit être alimenté en air frais, à raison d’un débit minimal d’air équivalent à la plus grande des exigences suivantes:a) 5,5 m3 par minute d’air frais pour chaque travailleur, sous terre;b) 15 m3 par minute d’air frais pour chaque mètre carré de section dans le cas d’un tunnel; ouc) dans le cas où l’on utilise de l’équipement mobile fonctionnant avec un moteur diesel:i. homologué par le National Institute for Occupational Safety and Health (NIOSH), le débit d’air frais doit être basé sur les valeurs données aux annexes 24 et 31 de cet organisme;ii. homologué par le Ministère de l’Énergie, des Mines et des Ressources du Canada, le débit d’air frais doit être celui qui est spécifié lors de l’homologation de l’équipement; ouiii. non homologué, le débit d’air frais doit correspondre à un taux minimal de 5,5 m3 par minute par kilowatt à l’arbre et la quantité totale d’air frais nécessaire lors du fonctionnement simultané de plusieurs de ces appareils doit être de:A) 100% du débit donné pour l’unité la plus exigeante du point de vue de la ventilation;B) 75% du débit donné pour la seconde unité; etC) 50% du débit donné pour chaque unité supplémentaire;d) l’alimentation en air frais, telle que spécifiée dans les paragraphes a, b et c doit être augmentée s’il y a lieu jusqu’à ce que la concentration des impuretés de l’air soit abaissée à la valeur limite indiquée à l’annexe I du Règlement sur la santé et la sécurité du travail.",,
ga:l_viii-gb:l_8_3-h1,Heading,Heading Heading,,§ 8.3. — Ventilation et qualité de l’air,,§ 8.3. — Ventilation et qualité de l’air,,
ga:l_viii-gb:l_8_4,Heading,,,§ 8.4. — Explosifs,"R.R.Q., 1981, c. S-2.1, r. 6; D. 1959-86, a. 77.8.4.1. Les dispositions de la section IV de ce Code qui sont compatibles avec la présente sous-section s’y appliquent avec les adaptations nécessaires. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.1; D. 1959-86, a. 77.8.4.2. Seuls les explosifs ou un ensemble d’explosifs produisant des fumées de tir de classe I, selon la classification du ministère de l’Énergie, des Mines et des Ressources du Canada peuvent être utilisés sur un chantier souterrain. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.2; D. 1959-86, a. 77.8.4.3. Les explosifs et les détonateurs doivent être transportés directement jusqu’à leur lieu d’usage dans le chantier souterrain ce, juste au moment du chargement après que toute autre opération soit terminée et que l’équipement non nécessaire au chargement des explosifs soit éloigné. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.3; D. 1959-86, a. 77.8.4.4. Si des explosifs sont transportés dans un puits:a) les explosifs et les détonateurs ne doivent pas être transportés simultanément;b) seul le conducteur de la cage peut les accompagner;c) le conducteur du treuil et les aides du conducteur de la cage doivent en être avisés;d) le transport d’autres matériaux dans le puits est interdit. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.4; D. 1959-86, a. 77.8.4.5. Lorsque les explosifs ou accessoires de sautage sont transportés au moyen d’une locomotive:a) les explosifs et accessoires de sautage ne doivent pas être transportés sur la locomotive;b) les chariots d’explosifs doivent être tirés. Cependant, ils peuvent être poussés à la main seulement. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.5; D. 1959-86, a. 77.8.4.6. Si les explosifs sont entreposés dans un chantier souterrain, l’employeur doit établir ses besoins en explosifs pour une période de 24 heures et ne pas entreposer sous terre une quantité d’explosifs supérieure à celle ainsi déterminée. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.6; D. 1959-86, a. 77.8.4.7. Entreposage:1. Les explosifs et détonateurs peuvent être entreposés dans un chantier souterrain à condition que ce soit dans un dépôt ou une poudrière. Ce dépôt doit être situé à au moins:a) 750 m des lieux de sautage;b) 450 m de l’interrupteur de tir;c) 90 m d’un puits ou d’une zone de travail;d) 7,5 m d’une allée de circulation.2. Il doit y avoir au moins un angle droit dans le chemin qui relie le lieu d’entreposage et une zone quelconque de travail ou voie de circulation. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.7; D. 1959-86, a. 77; Erratum, 1987 G.O. 2, 1673.8.4.8. (Remplacé). R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.8; D. 1959-86, a. 77.8.4.9. (Remplacé). R.R.Q., 1981, c. S-2.1, r. 6, a. 8.4.9; D. 1959-86, a. 77.",§ 8.4. — Explosifs,,
ga:l_viii-gb:l_8_4-h1,Heading,Heading Heading,,§ 8.4. — Explosifs,"R.R.Q., 1981, c. S-2.1, r. 6; D. 1959-86, a. 77.",§ 8.4. — Explosifs,,
ga:l_viii-gb:l_8_5,Heading,,,"§ 8.5. — Forage8.5.1. Les travailleurs qui utilisent des perforatrices ou travaillent dans leur voisinage doivent être placés de façon qu’ils ne puissent être blessés ou perdre leur équilibre en cas de rupture, glissement ou coincement d’un fleuret.","R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.1.8.5.2. Les travailleurs ne doivent pas tenir le fleuret d’acier avec leur main. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.2.8.5.3. L’alimentation en air comprimé des tuyaux doit être coupée et les tuyaux doivent être saignés avant le déplacement des perforatrices portatives d’une face à une autre. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.3.8.5.4. Les plates-formes des jumbos doivent être pourvues:a) sur leurs côtés de garde-corps fixes ou amovibles, si leur hauteur est supérieure à 1,2 m; etb) d’échelle d’accès si leur hauteur est supérieure à 1,8 m. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.4.8.5.5. Les jumbos doivent être solidement fixés en position afin d’éviter tout déplacement accidentel. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.5.8.5.6. Les fleurets et leurs accessoires doivent être placés sur les jumbos dans des boîtes, sur des supports ou l’équivalent lorsqu’ils ne sont pas utilisés sur la plate-forme. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.6.8.5.7. À moins d’être pourvus d’un accouplement à filet, les tuyaux à air comprimé de 50 mm ou plus de diamètre intérieur, montés sur un jumbo, doivent être pourvus, à chaque extrémité, d’un câble d’acier de 5 mm de diamètre ou d’une chaîne de sécurité équivalente pour prévenir le fouettement.Les tuyaux à air comprimé de plus petit diamètre doivent être pourvus d’un dispositif d’autoverrouillage. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.7.8.5.8. Toute ligne d’air installée sous terre doit répondre à l’une des exigences suivantes:a) si elle est métallique, elle doit être placée de manière à se trouver à l’abri de tout choc pouvant être causé par l’équipement ou les véhicules automoteurs;b) si elle est flexible, elle doit être munie de collets reliés par une chaîne de chaque côté de l’accouplement. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.5.8.","§ 8.5. — Forage8.5.1. Les travailleurs qui utilisent des perforatrices ou travaillent dans leur voisinage doivent être placés de façon qu’ils ne puissent être blessés ou perdre leur équilibre en cas de rupture, glissement ou coincement d’un fleuret.",,
ga:l_viii-gb:l_8_5-h1,Heading,Heading Heading,,§ 8.5. — Forage,,§ 8.5. — Forage,,
ga:l_viii-gb:l_8_6,Heading,,,"§ 8.6. — Transport du personnel et des matériaux dans un puits8.6.1. Si la profondeur d’un puits est inférieure à 60 m, les appareils de levage ou l’équipement répondant aux prescriptions de la sous-section 3.10 peuvent être employés pour le transport du personnel dans le puits.","R.R.Q., 1981, c. S-2.1, r. 6, a. 8.6.1.8.6.2. Si la profondeur du puits est prévue d’excéder ou excède 60 m, le transport du personnel et des matériaux doit s’effectuer conformément au Règlement sur la santé et la sécurité du travail dans les mines (chapitre S-2.1, r. 14).Une copie du Règlement sur la santé et la sécurité du travail dans les mines doit être disponible sur tout chantier de construction où s’effectuent des travaux souterrains. R.R.Q., 1981, c. S-2.1, r. 6, a. 8.6.2; D. 213-93, a. 540.","§ 8.6. — Transport du personnel et des matériaux dans un puits8.6.1. Si la profondeur d’un puits est inférieure à 60 m, les appareils de levage ou l’équipement répondant aux prescriptions de la sous-section 3.10 peuvent être employés pour le transport du personnel dans le puits.",,
ga:l_viii-gb:l_8_6-h1,Heading,Heading Heading,,§ 8.6. — Transport du personnel et des matériaux dans un puits,,§ 8.6. — Transport du personnel et des matériaux dans un puits,,
